Created by Sam Guyette
Date and time of script execution: 2019-07-09 09:29:23

Condensed Table
*Free Shipping
,Website,SSCT3270SR,SSCT3270SP,SSCT5270SR,SSCT5270DR,SSCT7270SR,SSCT3170SR,SSCT3170DR,SSCT5170SR,SSCT5170DR,SSCT3470SR,SSCT5470SR,DDJT120,DDJT520,DDJT52024,DDJT52036,DDT125,DDJT130,DDJT525,DDJT52524,DDJT52536,DDJT530,IIPF670,IIPF670E,
NSP,US,shi,HP,Printer,HP Designjet T52536 Large-Format Printer ,DDJT52536, $2995.00, 
ProFocus,US,All American,Epson,Printer,Epson Surecolor T5470 Printer With Wifi ,SSCT5470SR, $2395.00, 
NSP,US,shi,HP,Printer,Designjet T525 24 In Printer  ,DDJT52524, $2105.00, 
NSP,US,shi,Epson,Printer,Epson Surecolor T5470 Printer ,SSCT5470SR, $2395.00, 
ProFocus,US,All American,Epson,Printer,Epson Surecolor T3170 Printer ,SSCT3170SR, $895.00, 
ProFocus,US,ITSupplies,Epson,Printer,Epson Surecolor T5470 36 Printer ,SSCT5470SR, $2345.00, 
NSP,CA,Grand&Toy,Canon,Printer,Canon Imageprograf IPF670 ELarge-Format Printer Color Ink-Jet ,IIPF670E, $1362.06, 
NSP,US,shi,Epson,Printer,Epson Surecolor T3170 Printer ,SSCT3170SR, $973.00, 
NSP,US,CDW,HP,Printer,HP Designjet T530 Large-Format Printer Color Ink-Jet ,DDJT530, $2495.00, 
NSP,US,shi,Epson,Printer,Epson Surecolor T5170 Printer ,SSCT5170SR, $2020.00, 
NSP,US,shi,Epson,Printer,Epson Surecolor T5270 Single Roll Printer ,SSCT5270SR, $3695.00, 
NSP,US,shi,Epson,Printer,Epson Surecolor T3470 Printer ,SSCT3470SR, $1895.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T525 24 In Printer ,DDJT52524, $1750.00, 
NSP,US,shi,Epson,Printer,Epson Surecolor T5270 DPrinter ,SSCT5270SR, $5595.00, 
E-Commerce,US,NewEgg,Canon,Printer,Canon Imageprograf IPF670 E Inkjet Printer Imageprograf IPF670 E Inkjet Printer ,IIPF670E, $849,Free Shipping
NSP,US,shi,Epson,Printer,Epson Surecolor T7270 Printer ,SSCT7270SR, $4595.00, 
NSP,US,shi,Epson,Printer,Epson Surecolor T7270 DPrinter ,SSCT7270SR, $6495.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T520 Eprinter ,DDJT520, $1750.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T520 36 In Eprinter ,DDJT52036, $2495.00, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T7270 Single Roll44 Printer ,SSCT7270SR, $3595.00, 
ProFocus,US,Laube,Epson,Printer,Epson Surecolor T3470 24-Inch-Wide Wireless Workgroup Inkjet Printer ,SSCT3470SR, $1895.00, 
NSP,CA,Grand&Toy,Canon,Printer,Canon Imageprograf IPF670 Large-Format Printer Color Ink-Jet ,IIPF670, $1859.93, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T7270 D Dual Roll44 Printer ,SSCT7270SR, $4995.00, 
E-Commerce,US,B&H,Epson,Printer,Surecolor T5170 36 Wireless Inkjet Printer ,SSCT5170SR, $1895.00,Free Shipping
ProFocus,US,ITSupplies,HP,Printer,HP Designjet T130 24 Inch Printer ,DDJT130, $1201.00, 
ProFocus,US,ITSupplies,HP,Printer,HP Designjet T520 36 Eprinter ,DDJT52036, $3427.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T5270 Single Roll Edition Printer ,SSCT5270SR, $3995.00, 
ProFocus,US,ITSupplies,HP,Printer,HP Designjet T520 24 Eprinter ,DDJT52024, $2105.00, 
ProFocus,US,ITSupplies,Epson,Printer,Epson Surecolor T5170 36-Inch Wireless Printer ,SSCT5170SR, $1895.00, 
E-Commerce,US,Amazon,Epson,Printer,Epson Surecolor T5170 36 Wireless Printer ,SSCT5170SR, $2095.00, 
ProFocus,US,Spectraflow,Epson,Printer,Epson Surecolor T5170 Ultrachrome Xd2 4-Color 36 Inch Printer Single Roll ,SSCT5170SR, $1895.00, 
ProFocus,US,All American,Epson,Printer,Epson Surecolor T5170 Printer ,SSCT5170SR, $1895.00, 
ProFocus,US,Shades of Paper,Epson,Printer,Epson Surecolor T3170 Wireless Printer ,SSCT3170SR, $995.00, 
E-Commerce,US,Walmart,HP,Printer,HP Designjet T120 24 Color Inkjet Wi-Fi Eprinter Bundle With 1 Year Extended Warranty Surge Protector ,DDJT120BUNDLE, Price Range$739To766,No_Data 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T5270 D Dual Roll Edition Printer ,SSCT5270DR, $5995.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T3170 Wireless Printer Printer ,SSCT3170SR, $895.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T5470 Printer Printer ,SSCT5470SR, $2345.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T3270 Single Roll Edition Printer ,SSCT3270SR, $2995.00, 
E-Commerce,US,Epson (US),Epson,Printer,Surecolor T7270 Single Roll Edition Printer ,SSCT7270SR, $4995.00, 
NSP,US,shi,HP,Printer,HP Designjet T13024 Large-Format Printer ,DDJT130, $1201.00, 
ProFocus,US,Spectraflow,HP,Printer,HP Designjet T12024 Inch Printer ,DDJT120, $999.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T5470 Printer Single Roll ,SSCT5470SR, $2345.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T5170 Printer Single Roll ,SSCT5170SR, Click For Price, 
NSP,US,CDW,Epson,Printer,Epson Surecolor T5470 Large-Format Printer Color Ink-Jet ,SSCT5470SR, $2395.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T7270 44 In Single-Roll Printer ,SSCT7270SR, $3595.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T525 Printer ,DDJT525, $1750.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T5270 36 In Single-Roll Printer ,SSCT5270SR, $3195.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T7200 42 In Production Printer ,F2L46A, $10995.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T520 24 In Eprinter ,DDJT52024, $1750.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T525 36 In Printer ,DDJT52536, $2495.00, 
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T525 24-In Printer ,DDJT52524, $1649,Free Shipping
ProFocus,US,LexJet,HP,Printer,HP Designjet T520 36 In Eprinter ,DDJT52036, $2495.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T7270 44 In Dual-Roll Printer ,SSCT7270SR, $5295.00, 
ProFocus,US,Shades of Paper,Epson,Printer,Epson Surecolor T3470 Wireless Printer ,SSCT3470SR, $1895.00, 
E-Commerce,US,Walmart,HP,Printer,HP Designjet T120 24 Large-Format Inkjet Printer Office Bundle ,DDJT120BUNDLE, $909.99,Free Shipping
E-Commerce,CA,Vistek,HP,Printer,HP Designjet T520 36-In Printer ,DDJT52036, $4099.00, 
ProFocus,US,Spectraflow,Epson,Printer,Epson Surecolor T3270 24 Inch Printer ,SSCT3270SR, $2545.00, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Internal Hard Drive File System For The Epson Surecolor T-Series Printers ,, Add To Cart To Show Price, 
NSP,US,MacMall,HP,Printer,HP Inc Designjet T13024 Large-Format Printer Color Ink-Jet1200 X 1200 Dpi Up To 0.6 Min/Page ,DDJT130, $959.99, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Epson Surecolor T7270 44 In Printer Dual Roll ,SSCT7270SR, $5295.00, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Epson Surecolor T5270 36 In Printer Dual Roll ,SSCT5270DR, $4595.00, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Epson Surecolor T3170 Wireless 24 In Printer  ,SSCT3170SR, $895.00, 
ProFocus,US,ProImaging Supplies,Epson,Printer,Epson Surecolor T3270 24 In Screen Print Edition Printer With Accurip Black Pearl Software ,SSCT3270SP, $3195.00, 
ProFocus,US,Laube,Epson,Printer,Epson Surecolor T7270 44 Inkjet Printer ,SSCT7270SR, $3595.00, 
ProFocus,US,All American,Epson,Printer,Epson Surecolor T3270 Printer Single Roll 24 ,SSCT3270SR, $2545.00, 
ProFocus,US,Buffalo,Epson,Printer,Epson Surecolor T5170 36 Wireless Printer ,SSCT5170SR, $1995.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T530 Printer ,DDJT530, $1750.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T5270 36 In Dual-Roll Printer ,SSCT5270DR, $4595.00, 
ProFocus,US,LexJet,HP,Printer,HP Designjet T530 36 In Printer ,DDJT530, $2495.00, 
E-Commerce,US,Walmart,HP,Printer,HP Cq893 C#B1 K Designjet T520 Printer W HP Thermal Inkjet Print Technology ,DDJT520, $2495.00,Free Shipping
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T520 36 Large-Format Inkjet Printer 2 Pack Bundle ,DDJT520BUNDLE, $3949,Free Shipping
ProFocus,US,All American,Epson,Printer,Epson Surecolor T3470 Printer With Wifi ,SSCT3470SR, $1895.00, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T5270 Sr Single Roll Mfp36 Printer With Mfp ,SSCT5270SR, $7245.00, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T5270 D Dual Roll36 Printer With Mfp ,SSCT5270DR, $9275.00, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T5270 Single Roll36 Printer ,SSCT5270SR, $2945.00, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T3170 Wireless Printer ,SSCT3170SR, $895.00, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T3270 Single Roll24 Printer ,SSCT3270SR, $2295.00, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T5170 Wireless Printer ,SSCT5170SR, $1995.00, 
ISG,US,Plotter Pro,Epson,Printer,Epson Surecolor T3270 Screen Print Edition Printer ,SSCT3270SP, $3495.00, 
E-Commerce,CA,Vistek,Canon,Printer,Canon Imageprograf Ipf770 Large Format Printer ,9856B002 , $3799.00, 
ProFocus,US,Imaging Spectrum,Epson,Printer,Epson Surecolor T5270 36 Dual Roll Printer ,SSCT5270DR, $4595.00, 
E-Commerce,US,Amazon,Epson,Printer,Epson Surecolor T7270 Ultrachrome Xd Inkjet Printer780 Ft/Hr Speed2880 X 1440 Dpi Resolution Usb 2.0/Gigabit Ethernet Print Copy Scan Share ,SSCT7270SR, Sold Out, 
ProFocus,US,Imaging Spectrum,Epson,Printer,Epson Surecolor T3270 24 Single Roll Printer ,SSCT3270SR, $2545.00, 
E-Commerce,US,Amazon,HP,Printer,HP Designjet T120 24-In 2018 Ed Printer ,DDJT120, $684.61, 
ProFocus,US,Spectraflow,Epson,Printer,Epson Surecolor T3170 Ultrachrome Xd2 4-Color 24 Inch Printer Single Roll ,SSCT3170SR, $895.00, 
ISG,US,Tartar Supply,Epson,Printer,Epson Surecolor T3470 24 In Workgroup Inkjet Printer Special Offer  ,SSCT3470SR, $1589.00,Free Shipping
ProFocus,US,Shades of Paper,Epson,Printer,Epson Surecolor T5270 36 Cad Printer ,SSCT5270SR, $3195.00, 
E-Commerce,US,Dell,Epson,Printer,Epson T3170 Inkjet Printer Wi-Fi  ,SCT3170SR, $1048.99,Free Shipping
ProFocus,US,ITSupplies,Epson,Printer,Epson Surecolor T5270 Single Roll 36 Printer ,SSCT5270SR, $3195.00, 
ProFocus,US,ITSupplies,Epson,Printer,Epson Surecolor T3470 24 Printer ,SSCT3470SR, $1895.00, 
ProFocus,US,ITSupplies,Epson,Printer,Epson Surecolor T7270 44 Printer ,SSCT7270SR, $3595.00, 
ProFocus,US,Shades of Paper,Epson,Printer,Epson Surecolor T5470 Wireless Printer ,SSCT5470SR, $2395.00, 
NSP,CA,Grand&Toy,HP,Printer,HP Designjet T530 Large-Format Printer Color Ink-Jet ,DDJT530, $3793.48, 
NSP,CA,Grand&Toy,HP,Printer,HP Designjet T530 Large-Format Printer Color Ink-Jet ,DDJT530, $2527.48, 
NSP,US,CDW,Epson,Printer,Epson Surecolor T3270 Single Roll Inkjet Printer ,SSCT3270SR, $2545.00, 
E-Commerce,US,GoVets,HP,Printer,HP Designjet T120 Eprinter Large-Format Printer Color Ink-Jet ,DDJT120, $1538.14, 
NSP,US,CDW,Epson,Printer,Epson Surecolor T5170 Large-Format Printer Color Ink-Jet ,SSCT5170SR, $1895.00, 
E-Commerce,US,BuyVPC,HP,Printer,HP Designjet T120 Inkjet Large Format Printer24 Print Width Color ,DDJT120, $999, 
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T120 24 Large-Format Inkjet Printer Office Bundle ,DDJT120BUNDLE, $740,Free Shipping
ProFocus,US,All American,Epson,Printer,Epson Surecolor T3270 Screenprint Edition Printer ,SSCT3270SP, $3045.00, 
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T120 24 Large-Format Inkjet Printer 2 Pack Bundle ,DDJT120BUNDLE, $1394,Free Shipping
E-Commerce,US,NewEgg,HP,Printer,HP Designjet T120 24 Large-Format Inkjet Printer Essential Bundle ,DDJT120BUNDLE, $726,Free Shipping
NSP,US,Tiger Direct,Epson,Printer,Epson Surecolor T5170 36 Large-Format Printer Color Inkjet Roll (362400 X1200 Dpi Up To 0.6 Min/Page Gigabit Lan Wi-Fi(N Usb 3.04.3 Display Sct5170 Sr ,SSCT5170SR, , 
E-Commerce,US,B&H,HP,Printer,Designjet T520 24 Large-Format Inkjet Printer ,DDJT52024, $1250.00,Free Shipping
E-Commerce,US,GoVets,Epson,Printer,Epson Surecolor T5470 Inkjet Large Format Printer36 Print Width Color ,SSCT5470SR, $2006.91, 
E-Commerce,US,B&H,HP,Printer,Designjet T520 36 Large-Format Inkjet Printer ,DDJT52036, $2495.00,Free Shipping
E-Commerce,US,GoVets,Epson,Printer,Epson Surecolor T3470 Inkjet Large Format Printer24 Print Width Color ,SSCT3470SR, $1584.27, 
E-Commerce,CA,Vistek,Epson,Printer,Epson Surecolor T3170 Printer ,SSCT3170SR, $1169.99, 
E-Commerce,CA,Epson.ca,Epson,Printer,Surecolor T7270 Single Roll Edition Printer ,SSCT7270SR, $5995.00, 
E-Commerce,CA,Epson.ca,Epson,Printer,Surecolor T5270 Single Roll Edition Printer ,SSCT5270SR, $4795.00, 
E-Commerce,CA,Epson.ca,Epson,Printer,Surecolor T3270 Screen Print Edition Printer ,SSCT3270SP, $4195.00, 
E-Commerce,CA,Epson.ca,Epson,Printer,Surecolor T5470 M Printer And Scanner Printer ,SSCT5470SR, , 
E-Commerce,CA,Epson.ca,Epson,Printer,Surecolor T7270 D Dual Roll Edition Printer ,SSCT7270SR, $8395.00, 
E-Commerce,CA,Epson.ca,Epson,Printer,Surecolor T5270 D Dual Roll Edition Printer ,SSCT5270DR, $7195.00, 
ProFocus,US,Spectraflow,Epson,Printer,Epson Surecolor T7270 44 Inch Printer Single Roll ,SSCT7270SR, $3595.00, 
ISG,US,Plotter Pro,Canon,Printer,Canon Imageprograf IPF670 E Printer ,IIPF670E, $995.00, 
ProFocus,US,Spectraflow,Epson,Printer,Epson Surecolor T7270 44 Inch Printer Double Roll ,SSCT7270SR, $5295.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T3470 Single Roll 24 Printer ,SSCT3470SR, $1895.00, 
ProFocus,US,Laube,Epson,Printer,Epson Surecolor T3270 24"Inkjet Printer ,SSCT3270SR, $2545.00, 
ProFocus,US,LexJet,Epson,Printer,Epson Surecolor T3270 24 In Printer ,SSCT3270SR, $2545.00, 
NSP,US,CDW,Epson,Printer,Epson Surecolor T3470 Large-Format Printer Color Ink-Jet ,SSCT3470SR, $1895.00, 
E-Commerce,US,B&H,Epson,Printer,24 Surecolor T3470 Large Format Printer ,SSCT3470SR, $1895.00,Shipping Charges Apply 
E-Commerce,US,B&H,Epson,Printer,Surecolor T3270 24 Large-Format Inkjet Printer ,SSCT3270SR, $2545.00,Free Shipping
E-Commerce,CA,Vistek,Epson,Printer,Epson Surecolor T5270 Printer W Single-Roll Configuration ,SSCT5270SR, $3789.00, 
E-Commerce,US,Amazon,HP,Printer,HP Designjet T120 24 Large-Format Inkjet Printer ,DDJT120, $752.61, 
E-Commerce,US,Dell,Epson,Printer,Epson T5170 Inkjet Printer Wi-Fi  ,SCT5170SR, $1852.99,Free Shipping
NSP,US,Tiger Direct,Epson,Printer,Epson Surecolor T5470 36 Large-Format Printer Color Inkjet2400 X1200 Dpi Up To 0.4 Min/Page Gigabit Lan Wi-Fi,SSCT5470SR, , 
NSP,US,MacMall,Epson,Printer,Epson Surecolor T3470 Printer24 Large-Format Printer ,SSCT3470SR, $1795.00, 
NSP,US,MacMall,Epson,Printer,Epson Surecolor T5270 Single Roll Edition Printer36 Large-Format Printer ,SSCT5270SR, $3995.00, 
NSP,US,MacMall,Epson,Printer,Epson Surecolor T7270 D Dual Roll Edition Printer44 Large-Format Printer ,SSCT7270SR, $6995.00, 
ProFocus,US,Buffalo,Epson,Printer,Epson Surecolor T3170 24 Wireless Printer ,SSCT3170SR, $895.00, 
NSP,US,MacMall,Epson,Printer,Epson Surecolor T5170 Wireless Printer36 Large-Format Printer ,SSCT5170SR, $1895.00, 
E-Commerce,US,B&H,Epson,Printer,36 Surecolor T5470 Large Format Printer ,SSCT5470SR, $2345.00,Shipping Charges Apply 
NSP,US,Tiger Direct,HP,Printer,HP Designjet T130 24 Large-Format Printer Color Thermal Inkjet Up To 0.6 Min/Page1200 X1200 Dpi256 Mb Memory Usb 2.0 Fast Ethernet Wifi Mobile Printing5 Zy58 A#B1 K ,DDJT130, $1005.99, 
ProFocus,US,Laube,Epson,Printer,Epson Surecolor T5270 36 Inkjet Printer ,SSCT5270SR, $3195.00, 
E-Commerce,US,Dell,Epson,Printer,Epson T5270 Single Roll Inkjet Printer ,SCT5270SR, $2975.99, 
ProFocus,US,ITSupplies,HP,Printer,HP Designjet T120 24 Eprinter ,DDJT120, $1201.00, 
E-Commerce,US,B&H,Canon,Printer,Imageprograf IPF670 E 24 Large-Format Inkjet Printer ,CAIPF670E, $829.99,Free Shipping
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T7270 Printer ,SSCT7270SR, $4595.00, 
ProFocus,US,Laube,Epson,Printer,Epson Surecolor T3170 Wireless Printer 24" ,SSCT3170SR, $895.00, 
ProFocus,US,Laube,Epson,Printer,Epson Surecolor T5470 36-Inch-Wide Workgroup Inkjet Printer ,SSCT5470SR, $2395.00, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3170 Wireless Printer ,SSCT3170SR, $1035.09, 
NSP,US,PC Connection,Epson,Printer,Epson Surecolor T3270 Printer ,SSCT3270SR, $2795.00, 
